Year,Make,Model,Condition,Price,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type
2022,Honda,Accord Hybrid Sport,New,"$31,560 ",496429,12,4.9,5,5,4.9,4.9,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H23048,–,5,3,4,4,5,5,OH,Dealer
2023,Honda,Odyssey EX-L,New,"$41,486 ",HA24942,5,5,5,4,4,4,5,MI,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,090 ",PH700284D,4,5,3,4,4,5,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",233022,0,5,3,4,4,5,5,MI,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",233006,10,5,3,4,4,5,5,MI,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",233008,0,5,3,4,4,5,5,MI,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,720 ",H22606,8,5,5,5,5,5,5,MI,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",17416,3,5,5,5,5,5,5,OH,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",17434,2,5,5,5,5,5,5,OH,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,465 ",22-0990,9,5,5,5,5,5,5,OH,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",23-0092,10,5,3,4,4,5,5,OH,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,669 ",T22553,533,5,5,5,5,5,5,WV,Dealer
2022,Honda,Accord Sport SE,New,"$32,159 ",H22597,10,5,5,5,5,5,5,WV,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,349 ",H22591,10,5,5,5,5,5,5,WV,Dealer
2023,Honda,Passport Elite,New,"$48,250 ",Q100127,0,,,,,,,NC,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",NA104969,4,5,5,5,5,5,5,PA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$48,005 ",PB012471,4,5,4.8,4.8,4.2,5,5,PA,Dealer
2022,Honda,Ridgeline RTL-E,New,"$45,665 ",B035610,0,5,4.9,4.9,4.3,4.7,5,FL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",PB009641,10,5,4.8,4.8,4.2,5,5,FL,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$35,145 ",PH702057,7,5,3,4,4,5,5,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,590 ",H470388,29,,,,,,,FL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",H221195,6,5,5,5,5,5,5,FL,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",7017,2,5,5,5,5,5,5,VA,Dealer
2023,Honda,Ridgeline Black Edition,New,"$47,920 ",Q00054,0,5,4.8,4.8,4.2,5,5,VA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,652 ",H090044,3,5,5,5,5,5,5,VA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",M2046814,–,4.9,5,5,4.9,4.9,5,MD,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$45,240 ",M3801286,–,5,3,4,4,5,5,MD,Dealer
2023,Honda,Civic EX-L,New,"$31,745 ",M3003622,–,,,,,,,MD,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,090 ",DQ02719,0,5,3,4,4,5,5,NC,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,090 ",Q03838,0,5,3,4,4,5,5,NC,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",M3704,10,,,,,,,FL,Dealer
2023,Honda,Civic Si Base,New,"$29,595 ",N472103,12,,,,,,,FL,Dealer
2023,Honda,CR-V EX-L,New,"$35,005 ",H300539,10,5,5,5,4,4,5,FL,Dealer
2023,Honda,Odyssey EX-L,New,"$42,360 ",193212,0,5,5,4,4,4,5,PA,Dealer
2023,Honda,Ridgeline RTL,New,"$43,075 ",H29498,0,5,4.8,4.8,4.2,5,5,DE,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",NA087341,11,5,5,5,5,5,5,NJ,Dealer
2022,Honda,Ridgeline Black Edition,New,"$47,260 ",S2062,7435,5,4.9,4.9,4.3,4.7,5,NY,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$35,745 ",230172,15,5,3,4,4,5,5,CT,Dealer
2023,Honda,Passport EX-L,New,"$42,395 ",230046,–,,,,,,,CT,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",23037,14,5,3,4,4,5,5,CT,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",40838-01,0,,,,,,,MA,Dealer
2023,Honda,Pilot Touring 8-Passenger,New,"$50,350 ",H001653,6,,,,,,,MA,Dealer
2023,Honda,HR-V Sport,New,"$28,790 ",H700666,6,4,5,4,5,5,5,MA,Dealer
2022,Honda,HR-V Sport,New,"$26,545 ",40759-04,0,3.8,3.2,3.6,3.6,4.2,4.2,MA,Dealer
2023,Honda,Pilot Touring,New,"$49,847 ",PB001021,5,,,,,,,MA,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",10603,5,5,5,5,5,5,5,NH,Dealer
2023,Honda,Passport TrailSport,New,"$45,580 ",34959,4,,,,,,,MA,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,465 ",5891911,12,5,5,5,5,5,5,MA,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",C288420,0,5,5,5,5,5,5,CA,Dealer
2022,Honda,Pilot EX-L,New,"$40,500 ",NB038013,5,5,5,5,5,5,5,CA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",NA041026,2,4.9,5,5,4.9,4.9,5,CA,Dealer
2022,Honda,Pilot Sport,New,"$39,038 ",181902,11,5,5,5,5,5,5,AZ,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",181975,11,5,5,5,4,4,5,AZ,Dealer
2022,Honda,Passport TrailSport,New,"$45,276 ",220993,35,5,5,4.9,5,4.9,5,NM,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",23619,3,5,5,5,5,5,5,CO,Dealer
2022,Honda,Passport Elite,New,"$44,998 ",224054,11,5,5,4.9,5,4.9,5,WA,Dealer
2022,Honda,Passport EX-L,New,"$38,505 ",224057,2812,5,5,4.9,5,4.9,5,WA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",229329,6,5,5,5,5,5,5,WA,Dealer
2022,Honda,Pilot Touring 8-Passenger,New,"$48,859 ",22012,4,5,5,5,5,5,5,OK,Dealer
2022,Honda,Accord Hybrid Touring,New,"$39,079 ",22017,5,4.9,5,5,4.9,4.9,5,OK,Dealer
2023,Honda,Odyssey Elite,New,"$50,764 ",23012,0,5,5,4,4,4,5,OK,Dealer
2022,Honda,Civic EX,New,"$27,039 ",22024,1,4.6,4.9,4.4,4.6,4.6,4.7,OK,Dealer
2023,Honda,HR-V Sport,New,"$28,789 ",23014,0,4,5,4,5,5,5,OK,Dealer
2022,Honda,Passport Elite,New,"$47,225 ",NB031215,10,5,5,4.9,5,4.9,5,TX,Dealer
2023,Honda,Ridgeline RTL,New,"$44,370 ",PB013175,5,5,4.8,4.8,4.2,5,5,TX,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",H05365,2,5,3,4,4,5,5,TX,Dealer
2023,Honda,HR-V EX-L,New,"$29,650 ",PM727331,5,4,5,4,5,5,5,TX,Dealer
2023,Honda,Pilot Touring,New,"$50,350 ",230139,10,,,,,,,NE,Dealer
2022,Honda,Pilot Sport,New,"$39,375 ",N1035,200,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",N1073,25,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$46,860 ",36508,10,5,5,5,5,5,5,TX,Dealer
2023,Honda,Pilot Touring 8-Passenger,New,"$50,350 ",23-0188,5,,,,,,,MO,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",220703,0,4.9,5,5,4.9,4.9,5,MN,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",221965,0,4.9,5,5,4.9,4.9,5,MN,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",H13453,11,5,5,5,5,5,5,IA,Dealer
2022,Honda,Accord Sport SE,New,"$33,955 ",221831,2,5,5,5,5,5,5,LA,Dealer
2023,Honda,Passport TrailSport,New,"$45,290 ",H37311,8,,,,,,,MO,Dealer
2022,Honda,Pilot Sport,New,"$40,270 ",S37139,–,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot Sport,New,"$40,770 ",22H659,2,5,5,5,5,5,5,IA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",22H721,2,5,5,5,5,5,5,IA,Dealer
2022,Honda,Pilot EX-L,New,"$43,605 ",22H703,2,5,5,5,5,5,5,IA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$34,555 ",224158,12,4.9,5,5,4.9,4.9,5,LA,Dealer
2022,Honda,HR-V EX,New,"$28,190 ",HN46243,–,3.8,3.2,3.6,3.6,4.2,4.2,IL,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",421362,11,5,5,5,5,5,5,LA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",H40015,5,5,5,5,4,4,5,KY,Dealer
2022,Honda,Accord Sport 2.0T,New,"$33,032 ",A33171,–,5,5,5,5,5,5,LA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",40C213,5,5,5,5,5,5,5,IL,Dealer
2022,Honda,Pilot EX-L,New,"$43,000 ",98215,12,5,5,5,5,5,5,IL,Dealer
2023,Honda,CR-V EX-L,New,"$36,505 ",98120,6,5,5,5,4,4,5,IL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H23020,10,5,3,4,4,5,5,IL,Dealer
2023,Honda,Pilot Touring,New,"$49,895 ",P2208,1,,,,,,,IL,Dealer
2022,Honda,Passport EX-L,New,"$42,053 ",NB024667,335,5,5,4.9,5,4.9,5,IL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",NB100899,10,5,5,5,5,5,5,IL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",PB001483,5,5,4.8,4.8,4.2,5,5,IL,Dealer
2023,Honda,Odyssey Sport,New,"$43,050 ",23073,10,5,5,4,4,4,5,IL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H5667,–,5,3,4,4,5,5,KY,Dealer
2022,Honda,Pilot TrailSport,New,"$46,105 ",H5645,–,5,5,5,5,5,5,KY,Dealer
2022,Honda,Accord Hybrid Touring,New,"$38,685 ",H40213,2,4.9,5,5,4.9,4.9,5,TN,Dealer
2023,Honda,HR-V EX-L,New,"$29,145 ",H26610,2,4,5,4,5,5,5,TN,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",H03858,21,5,5,5,5,5,5,TN,Dealer
2023,Honda,Odyssey Touring,New,"$49,895 ",230053,4,5,5,4,4,4,5,IN,Dealer
2023,Honda,Ridgeline RTL,New,"$43,075 ",B013446,1,5,4.8,4.8,4.2,5,5,KY,Dealer
2023,Honda,CR-V EX-L,New,"$35,400 ",1900176,10,5,5,5,4,4,5,TN,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$35,590 ",53128,3,5,3,4,4,5,5,IN,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",52103,3,5,5,5,5,5,5,IN,Dealer
2023,Honda,CR-V EX-L,New,"$37,450 ",10923,–,5,5,5,4,4,5,OH,Dealer
2023,Honda,HR-V Sport,New,"$29,150 ",H23093,–,4,5,4,5,5,5,OH,Dealer
2023,Honda,CR-V EX,New,"$34,860 ",H23110,–,5,5,5,4,4,5,OH,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",NA041472,20,4.9,5,5,4.9,4.9,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,809 ",HA24963,4,5,3,4,4,5,5,MI,Dealer
2022,Honda,Ridgeline RTL-E,New,"$45,760 ",NB037583,23,5,4.9,4.9,4.3,4.7,5,GA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",233021,0,5,3,4,4,5,5,MI,Dealer
2023,Honda,Ridgeline RTL,New,"$43,075 ",237006,0,5,4.8,4.8,4.2,5,5,MI,Dealer
2023,Honda,CR-V EX,New,"$33,855 ",233007,0,5,5,5,4,4,5,MI,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",NG24121,0,4.9,5,5,4.9,4.9,5,GA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,930 ",NA043831,5,4.9,5,5,4.9,4.9,5,GA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",A040038,2,4.9,5,5,4.9,4.9,5,GA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$33,463 ",NA046959,7,4.9,5,5,4.9,4.9,5,GA,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",Y230049,168,5,5,5,4,4,5,OH,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",Y220674,13,5,5,5,5,5,5,OH,Dealer
2022,Honda,Pilot TrailSport,New,"$46,105 ",H4098,4,5,5,5,5,5,5,NC,Dealer
2023,Honda,CR-V EX-L,New,"$36,900 ",PH400935,4,5,5,5,4,4,5,PA,Dealer
2023,Honda,Civic Sport,New,"$29,540 ",HO7540,11,,,,,,,NC,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",A043136,0,4.9,5,5,4.9,4.9,5,FL,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",CHA220621,10,5,5,5,5,5,5,FL,Dealer
2022,Honda,Pilot Black Edition,New,"$51,560 ",NB102949,5,5,5,5,5,5,5,FL,Dealer
2023,Honda,Civic Sport Touring,New,"$33,035 ",PE000821,5,,,,,,,FL,Dealer
2023,Honda,CR-V EX,New,"$34,850 ",PH404526,5,5,5,5,4,4,5,FL,Dealer
2023,Honda,Ridgeline RTL-E,New,"$47,895 ",PB012522,5,5,4.8,4.8,4.2,5,5,FL,Dealer
2023,Honda,CR-V EX-L,New,"$36,505 ",PE011990,2,5,5,5,4,4,5,NC,Dealer
2022,Honda,Passport TrailSport,New,"$48,709 ",N11190,0,5,5,4.9,5,4.9,5,NC,Dealer
2022,Honda,Passport TrailSport,New,"$43,258 ",35206,2381,5,5,4.9,5,4.9,5,VA,Dealer
2023,Honda,HR-V Sport,New,"$29,040 ",H727151,3,4,5,4,5,5,5,VA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",X3711,2,5,4.8,4.8,4.2,5,5,PA,Dealer
2022,Honda,Pilot TrailSport,New,"$46,105 ",HX34326,4,5,5,5,5,5,5,VA,Dealer
2023,Honda,Ridgeline Black Edition,New,"$48,985 ",H233142,5,5,4.8,4.8,4.2,5,5,DE,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",PH801331,5,5,3,4,4,5,5,NJ,Dealer
2022,Honda,Accord Sport,New,"$35,150 ",2221129,4,5,5,5,5,5,5,NJ,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",PH801130,11,5,3,4,4,5,5,NJ,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",23-0142,81,5,3,4,4,5,5,NY,Dealer
2022,Honda,CR-V EX,New,"$31,635 ",220192,3,4.9,4.8,4.7,4.8,4.7,4.9,CT,Dealer
2022,Honda,HR-V Sport,New,"$26,545 ",220207,5,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",H23052,–,5,3,4,4,5,5,CT,Dealer
2022,Honda,Accord Sport 2.0T,New,"$34,755 ",220740,2,5,5,5,5,5,5,MA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H801071,6,5,3,4,4,5,5,MA,Dealer
2022,Honda,Pilot Special Edition,New,"$44,600 ",H050465,21,5,5,5,5,5,5,MA,Dealer
2022,Honda,CR-V EX,New,"$32,030 ",40749-09,97,4.9,4.8,4.7,4.8,4.7,4.9,MA,Dealer
2022,Honda,Passport Elite,New,"$47,620 ",NB031864R,10,5,5,4.9,5,4.9,5,MA,Dealer
2023,Honda,Odyssey Elite,New,"$51,160 ",833006,20,5,5,4,4,4,5,CA,Dealer
2022,Honda,Pilot EX-L,New,"$42,000 ",101833,2,5,5,5,5,5,5,CA,Dealer
2023,Honda,HR-V Sport,New,"$27,540 ",5726698,–,4,5,4,5,5,5,CA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",5713666,5,5,5,5,5,5,5,CA,Dealer
2023,Honda,CR-V EX-L,New,"$42,895 ",H1286,2,5,5,5,4,4,5,CA,Dealer
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",30420,14,4.9,5,5,4.9,4.9,5,CA,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,245 ",30434,10,5,3,4,4,5,5,CA,Dealer
2023,Honda,Civic Sport,New,"$26,140 ",7503468,–,,,,,,,CA,Dealer
2023,Honda,Pilot Touring,New,Not Priced,PB001934,5,,,,,,,OR,Dealer
2022,Honda,Pilot Sport,New,"$39,299 ",223932,5,5,5,5,5,5,5,WA,Dealer
2023,Honda,Odyssey Elite,New,"$50,915 ",2070,2,5,5,4,4,4,5,KS,Dealer
2022,Honda,Pilot Elite,New,"$51,664 ",22029,4,5,5,5,5,5,5,OK,Dealer
2023,Honda,Pilot Elite,New,"$53,830 ",PB004787,10,,,,,,,TX,Dealer
2023,Honda,Pilot Touring,New,"$48,250 ",L000161,–,,,,,,,TX,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,Not Priced,NB083900,4,5,5,5,5,5,5,TX,Dealer
2023,Honda,Ridgeline RTL-E,New,"$42,719 ",PB011935,5,5,4.8,4.8,4.2,5,5,TX,Dealer
2023,Honda,HR-V EX-L,New,"$29,540 ",PM726815,5,4,5,4,5,5,5,TX,Dealer
2023,Honda,Civic Sport,New,"$26,940 ",P003144,2,,,,,,,KS,Dealer
2023,Honda,CR-V EX,New,"$34,241 ",PE007793,10,5,5,5,4,4,5,TX,Dealer
2023,Honda,Passport TrailSport,New,"$45,911 ",PB002072,12,,,,,,,TX,Dealer
2023,Honda,Ridgeline RTL-E,New,"$48,925 ",H006030,5,5,4.8,4.8,4.2,5,5,KS,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",N1248,2,5,5,5,5,5,5,MO,Dealer
2022,Honda,Pilot EX-L,New,"$46,527 ",NB038617,9,5,5,5,5,5,5,AR,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",NB090917,3,5,5,5,5,5,5,TX,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",230318,0,5,3,4,4,5,5,MN,Dealer
2023,Honda,HR-V Sport,New,"$28,790 ",Q3001,47,4,5,4,5,5,5,MN,Dealer
2022,Honda,Accord Sport SE,New,"$33,560 ",221830,3,5,5,5,5,5,5,LA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$32,465 ",221843,1,5,5,5,5,5,5,LA,Dealer
2023,Honda,CR-V EX-L,New,"$36,148 ",23038,6,5,5,5,4,4,5,LA,Dealer
2023,Honda,Odyssey EX-L,New,"$42,360 ",PB035941,10,5,5,4,4,4,5,WI,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",PB003184,5,,,,,,,LA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$49,320 ",E9766,5,5,4.8,4.8,4.2,5,5,IL,Dealer
2023,Honda,Pilot Sport,New,"$43,455 ",S12225,4,,,,,,,IL,Dealer
2023,Honda,HR-V Sport,New,"$28,790 ",97635,1000,4,5,4,5,5,5,IL,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,175 ",P1932,5,5,5,5,5,5,5,IL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",P1834,138,5,3,4,4,5,5,IL,Dealer
2023,Honda,Odyssey Touring,New,"$45,895 ",PB031463,8,5,5,4,4,4,5,IL,Dealer
2023,Honda,Passport EX-L,New,"$42,395 ",PB003274,10,,,,,,,IL,Dealer
2023,Honda,Odyssey Elite,New,"$50,915 ",PB032376,8,5,5,4,4,4,5,IL,Dealer
2022,Honda,Pilot Black Edition,New,"$53,165 ",22797,4,5,5,5,5,5,5,IL,Dealer
2022,Honda,Pilot Special Edition,New,"$44,205 ",H5654,–,5,5,5,5,5,5,KY,Dealer
2023,Honda,HR-V Sport,New,"$29,040 ",H5681,–,4,5,4,5,5,5,KY,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$44,050 ",PB001278,5,,,,,,,TN,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",NB102676,5,5,5,5,5,5,5,TN,Dealer
2023,Honda,HR-V LX,New,"$25,045 ",N23H132,11,4,5,4,5,5,5,KY,Dealer
2022,Honda,Pilot EX-L,New,"$41,605 ",H38648,3,5,5,5,5,5,5,TN,Dealer
2022,Honda,Pilot Sport,New,"$41,770 ",H95303,2,5,5,5,5,5,5,TN,Dealer
2023,Honda,Passport Elite,New,"$46,250 ",PB006106,0,,,,,,,IN,Dealer
2023,Honda,Ridgeline RTL-E,New,"$48,005 ",2RD1183,10,5,4.8,4.8,4.2,5,5,IN,Dealer
2022,Honda,Pilot TrailSport,New,"$48,105 ",L220673,4,5,5,5,5,5,5,IN,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",H800955,1,5,3,4,4,5,5,KY,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",E000515,–,5,3,4,4,5,5,KY,Dealer
2023,Honda,CR-V EX-L,New,"$35,005 ",1902511,256,5,5,5,4,4,5,TN,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",1972552,225,5,5,5,5,5,5,TN,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",6311924,0,5,5,5,5,5,5,OH,Dealer
2022,Honda,Pilot Black Edition,New,"$53,560 ",4NB078098,6,5,5,5,5,5,5,OH,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",862822,–,5,5,5,5,5,5,OH,Dealer
2022,Honda,Pilot Black Edition,New,"$50,500 ",H8571,–,5,5,5,5,5,5,OH,Dealer
2022,Honda,Pilot Elite,New,"$51,000 ",H8782,–,5,5,5,5,5,5,OH,Dealer
2023,Honda,CR-V Hybrid Sport,New,"$34,296 ",62499,2,5,3,4,4,5,5,OH,Dealer
2023,Honda,CR-V EX,New,"$34,860 ",40576-42,7,5,5,5,4,4,5,OH,Dealer
2022,Honda,Pilot Elite,New,"$51,665 ",29132,5303,5,5,5,5,5,5,OH,Dealer
2023,Honda,Pilot TrailSport,New,"$51,845 ",H23102,–,,,,,,,OH,Dealer
2023,Honda,Pilot Touring,New,"$50,350 ",H23108,–,,,,,,,OH,Dealer
2022,Honda,Pilot Sport,New,"$39,995 ",225042,2,5,5,5,5,5,5,MI,Dealer
2022,Honda,Passport Elite,New,"$47,620 ",226017,169,5,5,4.9,5,4.9,5,MI,Dealer
2023,Honda,Pilot EX-L 7-Passenger,New,"$46,150 ",B005153,4,,,,,,,GA,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,465 ",22-0517,–,5,5,5,5,5,5,MI,Dealer
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",H4081,4,5,5,5,5,5,5,NC,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",H4114,4,5,3,4,4,5,5,NC,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",7300836,10,5,3,4,4,5,5,OH,Dealer
2022,Honda,Pilot EX-L,New,"$41,605 ",B037457,–,5,5,5,5,5,5,FL,Dealer
2023,Honda,Ridgeline Black Edition,New,"$47,525 ",PB006901,4,5,4.8,4.8,4.2,5,5,PA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$28,988 ",NA099358,5,5,5,5,5,5,5,FL,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$43,095 ",HO7519,9,5,3,4,4,5,5,NC,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",H6690,6,5,5,5,5,5,5,VA,Dealer
2023,Honda,Pilot Touring,New,"$49,790 ",PB000942,5,,,,,,,FL,Dealer
2022,Honda,Pilot TrailSport,New,"$46,500 ",CHS222154,3,5,5,5,5,5,5,NC,Dealer
2023,Honda,Odyssey Elite,New,"$50,915 ",Q00095,1,5,5,4,4,4,5,VA,Dealer
2022,Honda,Accord Sport 1.5T,New,"$29,375 ",35476,6,5,5,5,5,5,5,VA,Dealer
2022,Honda,Pilot Touring 7-Passenger,New,"$48,860 ",40924-04,10,5,5,5,5,5,5,VA,Dealer
2023,Honda,Odyssey EX-L,New,"$41,855 ",40003-12,10,5,5,4,4,4,5,VA,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",Q00819,14,5,3,4,4,5,5,NC,Dealer
2022,Honda,Pilot EX-L,New,"$43,605 ",220937,6,5,5,5,5,5,5,MD,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",230059,15,5,4.8,4.8,4.2,5,5,MD,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",E2041652,–,4.9,5,5,4.9,4.9,5,MD,Dealer
2017,Honda,Accord LX,Used,"$12,499 ",214342,86667,4.8,4.8,4.8,4.8,4.8,4.9,FL,Dealer
2022,Honda,CR-V LX,New,"$28,045 ",X13800,10,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer
2023,Honda,Ridgeline RTL,New,"$43,470 ",PB009698,4,5,4.8,4.8,4.2,5,5,PA,Dealer
2023,Honda,Odyssey Elite,New,"$51,310 ",H23232,10,5,5,4,4,4,5,NJ,Dealer
2023,Honda,CR-V EX-L,New,"$36,505 ",230036N,5,5,5,5,4,4,5,NY,Dealer
2022,Honda,CR-V EX,New,"$32,030 ",220184,2,4.9,4.8,4.7,4.8,4.7,4.9,CT,Dealer
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",H22425,5471,5,5,5,5,5,5,CT,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$39,845 ",R23042,3,5,3,4,4,5,5,VT,Dealer
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",PH800791,8,5,3,4,4,5,5,CT,Dealer
2022,Honda,Passport TrailSport,New,"$41,302 ",W221016,6,5,5,4.9,5,4.9,5,MA,Dealer
2022,Honda,Pilot Sport,New,"$41,375 ",NB087042R,11,5,5,5,5,5,5,MA,Dealer
2023,Honda,Pilot EX-L 8-Passenger,New,"$44,941 ",PB003965,3,,,,,,,MA,Dealer
2023,Honda,Pilot Touring,New,"$50,240 ",MH12199,5,,,,,,,MA,Dealer
2023,Honda,Civic Si Base,New,"$29,195 ",830225,6,,,,,,,CA,Dealer
2023,Honda,Ridgeline RTL-E,New,"$46,025 ",830130,26,5,4.8,4.8,4.2,5,5,CA,Dealer
2023,Honda,HR-V Sport,New,"$27,650 ",230237,0,4,5,4,5,5,5,CA,Dealer
2023,Honda,Odyssey Elite,New,"$50,915 ",230150,0,5,5,4,4,4,5,CA,Dealer
2023,Honda,CR-V EX,New,"$34,250 ",PH409044,0,5,5,5,4,4,5,CA,Dealer
2023,Honda,Odyssey Elite,New,"$55,391 ",PB018332,10,5,5,4,4,4,5,CA,Dealer
