id,id,year,make,model,condition,price,consumer_rating,comfort_rating,performance_rating,value_for_money_rating,reliability_rating,mileage,fuel_type,engine,state,seller_type
2678,2678,2022,Honda,Accord Sport SE,New,"$39,440",5,5,5,5,5,1,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,IL,Dealer
2679,2679,2022,Honda,Pilot EX,New,"$39,375",4.8,4.8,4.7,4.6,4.7,124892,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2680,2680,2021,Honda,Accord Sport 2.0T,Used,"$19,550",5,5,5,5,5,12886,Gasoline,1.8L I4 16V MPFI SOHC,IN,Dealer
2681,2681,2018,Honda,Civic Si,Used,"$26,994",4.7,4.7,4.8,4.8,4.8,58740,Gasoline,1.5L I4 16V GDI DOHC Turbo,OK,Dealer
2682,2682,2017,Honda,Passport TrailSport,Used,"$15,000",5,5,4.9,5,5,16,Gasoline,1.5L I4 16V GDI DOHC,GA,Dealer
2683,2683,2019,Honda,Civic Si Base,Used,"$26,500",4.9,4.8,4.8,4.8,4.9,37785,Gasoline,1.5L I4 16V GDI DOHC Turbo,IN,Dealer
2684,2684,2018,Honda,Pilot TrailSport,Used,"$23,987",5,5,5,5,5,10,Gasoline,1.5L I4 16V GDI DOHC,TX,Dealer
2685,2685,2020,Honda,Pilot Sport,Used,"$30,977",4.4,5,5,5,5,3,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2686,2686,2021,Honda,CR-V EX,Honda Certified,"$27,000",4.9,4.4,4.3,4.3,4.5,103098,Gasoline,1.8L I4 16V MPFI SOHC,OH,Dealer
2687,2687,2013,Honda,Fit Base (A5),Used,"$13,995",4.6,4.1,4.3,4.7,4.8,147954,Gasoline,V6 Cylinder Engine,OH,Dealer
2688,2688,2019,Honda,CR-V EX,Used,"$23,772",5,4.9,4.7,4.8,4.9,14791,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
2689,2689,2015,Honda,CR-V EX-L,Used,"$17,991",5,5,5,4,5,4,Gasoline,3.5L V6 24V MPFI SOHC,TX,Dealer
2690,2690,2017,Honda,Pilot TrailSport,Used,"$18,951",4.9,5,5,5,5,5745,Hybrid,4 Cylinder Engine,OH,Dealer
2691,2691,2020,Honda,Pilot EX-L,Honda Certified,"$33,075",4.8,4.7,4.7,4.5,4.7,86498,Gasoline,3.5L V6 24V GDI SOHC,MN,Dealer
2692,2692,2022,Honda,Pilot EX-L,New,"$44,204",5,4.8,4.7,4.6,4.8,23334,Gasoline,V6 Cylinder Engine,OH,Dealer
2693,2693,2019,Honda,CR-V EX-L,Used,"$28,000",4.9,5,5,4,5,12,Gasoline,3.5L V6 24V GDI SOHC,TX,Dealer
2694,2694,2018,Honda,Accord EX,Used,"$19,495",4.8,4.7,4.7,4.7,4.8,39524,Gasoline,2.0L I4 16V MPFI DOHC,MN,Dealer
2695,2695,2022,Honda,Civic LX,New,"$29,766",5,4.6,4.6,4.7,4.8,110984,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
2696,2696,2021,Honda,CR-V EX-L,Used,"$32,987",4.8,4.8,4.7,4.6,4.7,67158,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,IN,Dealer
2697,2697,2015,Honda,Civic LX,Used,"$17,900",4.5,4.6,4.6,4.7,4.8,22991,Gasoline,1.8L I4 16V MPFI SOHC,OH,Dealer
2698,2698,2019,Honda,Pilot EX-L,Honda Certified,"$30,995",3.9,5,5,5,5,2,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
2699,2699,2016,Honda,CR-V Hybrid Sport Touring,Used,"$16,950",4.6,5,4,4,5,8,Gasoline,4 Cylinder Engine,IN,Dealer
2700,2700,2021,Honda,Accord Hybrid Touring,Used,"$32,190",5,4.7,4.5,4.6,4.8,57172,Gasoline,3.5L V6 24V GDI SOHC,SC,Dealer
2701,2701,2019,Honda,Odyssey Elite,Used,"$29,895",3,4.3,4.3,4.1,4.3,13864,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
2702,2702,2020,Honda,Accord Sport 1.5T,Used,"$39,266",4.4,5,5,5,5,7,Gasoline,3.5L V6 24V GDI SOHC,SC,Dealer
2703,2703,2019,Honda,Odyssey EX-L,Used,"$24,745",5,4.8,4.7,4.6,4.8,95050,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,FL,Dealer
2704,2704,2021,Honda,CR-V Hybrid Sport,Used,"$26,736",5,5,4,4,5,1,Gasoline,1.5L I4 16V GDI DOHC Turbo,NC,Dealer
2705,2705,2023,Honda,Accord Hybrid Touring,New,"$48,350",3.9,4.7,4.5,4.6,4.8,28845,Gasoline,Premium Unleaded V-6 3.5 L/212,LA,Dealer
2706,2706,2023,Honda,Ridgeline RTL,New,"$31,145",5,4.8,4.6,4.6,4.8,146938,Gasoline,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,OH,Dealer
2707,2707,2022,Honda,Odyssey Elite,New,"$32,560",5,5,4,4,5,10,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,WV,Dealer
2708,2708,2022,Honda,Pilot Elite,Honda Certified,"$38,995",4.7,5,5,5,5,4855,Gasoline,3.5L V6 24V GDI SOHC,LA,Dealer
2709,2709,2023,Honda,Ridgeline RTL,New,"$40,395",4.9,4.8,4.6,4.6,4.8,79839,Hybrid,4 Cylinder Engine,OH,Dealer
2710,2710,2022,Honda,Passport Elite,New,"$29,470",4.8,5,4.9,5,5,9,Gasoline,1.5L I4 16V GDI DOHC Turbo,NE,Dealer
2711,2711,2018,Honda,Pilot Special Edition,Used,"$20,382",4.6,5,5,5,5,24850,Gasoline,1.8L I4 16V MPFI SOHC,GA,Dealer
2712,2712,2010,Honda,Civic Si Base,Used,"$15,590",4,4.8,4.8,4.8,4.9,40436,Gasoline,2.4L I4 16V MPFI DOHC,PA,Dealer
2713,2713,2022,Honda,CR-V EX-L,New,"$30,470",5,5,5,4,5,9,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
2714,2714,2023,Honda,Accord Sport 1.5T,New,"$40,985",3.1,5,5,5,5,2439,Hybrid,Gas/Electric I-4 2.0 L/122,NE,Dealer
2715,2715,2018,Honda,Pilot Special Edition,Used,"$31,524",4,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
2716,2716,2008,Honda,Accord Sport SE 1.5T,Used,"$7,990",4.4,4.9,4.8,4.8,4.8,9185,Gasoline,1.8L I4 16V MPFI SOHC,SC,Dealer
2717,2717,2022,Honda,Civic Si Base,New,"$35,845",3.1,4.8,4.8,4.8,4.9,68409,Hybrid,Gas/Electric I-4 2.0 L/122,OH,Dealer
2718,2718,2022,Honda,Accord LX,New,"$30,470",5,4.3,4.4,4.4,4.6,99898,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
2719,2719,2020,Honda,Accord SE,Honda Certified,"$27,465",5,4.4,4.5,4.6,4.7,198000,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,MS,Dealer
2720,2720,2019,Honda,Civic LX,Used,"$28,883",4.8,4.6,4.6,4.7,4.8,91904,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
2721,2721,2022,Honda,Odyssey EX-L,New,"$30,470",4.1,4.8,4.5,4.3,4.5,48782,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
2722,2722,2020,Honda,Pilot EX-L,Used,"$32,998",4.8,5,5,5,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
2723,2723,2021,Honda,HR-V Sport,Used,"$36,998",4.5,4.7,4.6,4.7,4.8,20078,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,FL,Dealer
2724,2724,2022,Honda,Passport TrailSport,New,"$33,755",5,5,4.9,5,5,â€“,Gasoline,2.0L I4 16V GDI DOHC Turbo,TN,Dealer
2725,2725,2022,Honda,CR-V EX-L,Used,"$43,990",4.9,5,5,4,5,12,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2726,2726,2019,Honda,Passport Touring,Used,"$28,563",4.7,4.9,4.8,4.6,4.8,44193,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2727,2727,2017,Honda,Pilot Elite,Used,"$21,516",4.9,5,5,5,5,12,Gasoline,1.5L I4 16V GDI DOHC Turbo,OH,Dealer
2728,2728,2018,Honda,Pilot Elite,Used,"$33,210",4.5,4.7,4.5,4.4,4.6,97645,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2729,2729,2022,Honda,Pilot Special Edition,New,"$30,470",5,5,5,5,5,12,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
2730,2730,2023,Honda,Pilot Sport,New,"$34,250",5,5,5,5,5,10,Gasoline,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,NC,Dealer
2731,2731,2017,Honda,Accord Sport 2.0T,Used,"$19,750",5,5,5,5,5,1,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NC,Dealer
2732,2732,2023,Honda,Ridgeline Black Edition,New,"$37,510",5,4.9,4.8,4.6,4.9,46650,Gasoline,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,IL,Dealer
2733,2733,2019,Honda,Pilot EX-L,Used,"$25,721",4,4.6,4.2,4.1,4.1,36235,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
2734,2734,2022,Honda,Pilot Special Edition,New,"$31,697",5,4.9,4.8,4.7,4.8,15651,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NC,Dealer
2735,2735,2019,Honda,Accord Hybrid Sport,Used,"$22,598",4.9,4.9,5,4.9,5,5,Gasoline,4 Cylinder Engine,LA,Dealer
2736,2736,2022,Honda,Passport Elite,Used,"$43,995",4.7,4.9,4.8,4.6,4.8,17760,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2737,2737,2020,Honda,HR-V Sport,Used,"$34,957",4.9,4,4,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
2738,2738,2022,Honda,Odyssey EX-L,New,"$43,605",5,4.8,4.5,4.3,4.5,53555,Gasoline,3.5L V6 24V GDI SOHC,SC,Dealer
2739,2739,2022,Honda,Ridgeline RTL-T,Used,"$32,955",4.3,4.9,4.8,4.6,4.9,89375,Gasoline,3.5L V6 24V GDI SOHC,KS,Dealer
2740,2740,2017,Honda,Civic Sport,Used,"$19,500",4.7,4.7,4.8,4.8,4.8,144945,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
2741,2741,2021,Honda,Odyssey EX-L,Honda Certified,"$31,477",4.9,4.3,4.3,4.1,4.3,8856,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,NY,Dealer
2742,2742,2022,Honda,Odyssey Elite,New,"$45,760",4.5,4.8,4.5,4.3,4.5,70521,Gasoline,3.5L V6 24V GDI SOHC,FL,Dealer
2743,2743,2022,Honda,Passport EX-L,Used,"$30,995",5,5,4.9,5,5,9508,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
2744,2744,2016,Honda,Passport Touring,Used,"$22,900",4.7,4.9,4.8,4.6,4.8,12162,Gasoline,3.5L V6 24V GDI SOHC,AK,Dealer
2745,2745,2021,Honda,Civic LX,Honda Certified,"$35,875",4.9,4.8,4.9,4.8,4.9,51132,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
2746,2746,2015,Honda,Odyssey Touring,Used,"$16,995",4.4,5,4,4,5,â€“,Gasoline,2.4L I4 16V GDI DOHC,MD,Dealer
2747,2747,2022,Honda,Pilot Sport,New,"$46,105",4.7,5,5,5,5,12,Gasoline,3.5L V6 24V GDI SOHC,KS,Dealer
2748,2748,2015,Honda,Pilot LX,Used,"$14,995",4.7,4.6,4.2,4.1,4.1,29620,Gasoline,1.8L I4 16V MPFI SOHC,FL,Dealer
2749,2749,2020,Honda,HR-V Sport,Used,"$27,695",4.6,4,4,5,5,1,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
2750,2750,2022,Honda,CR-V LX,Used,"$31,935",4.8,4.8,4.7,4.7,4.8,77861,Gasoline,1.5L I4 16V GDI DOHC Turbo,AR,Dealer
2751,2751,2020,Honda,Odyssey EX-L w/Navigation/RES,Used,"$24,990",5,4.8,4.7,4.6,4.7,32622,Gasoline,1.5L I4 16V GDI DOHC Turbo,MN,Dealer
2752,2752,2022,Honda,S2000 Base (M6),New,"$42,000",5,4.2,4.8,4.9,4.9,63835,Gasoline,3.5L V6 24V GDI SOHC,MO,Dealer
2753,2753,2020,Honda,HR-V LX,Honda Certified,"$26,998",3.9,4.7,4.6,4.7,4.8,16722,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
2754,2754,2019,Honda,Ridgeline Sport,Used,"$26,983",5,4.9,4.7,4.5,4.6,16844,Gasoline,1.5L I4 16V GDI DOHC Turbo,MO,Dealer
2755,2755,2022,Honda,Accord Sport 1.5T,Used,"$41,999",5,5,5,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,MD,Dealer
2756,2756,2017,Honda,CR-V EX-L,Used,"$22,950",4.7,4.9,4.7,4.8,4.9,2401,Gasoline,3.5L V6 24V GDI SOHC,MN,Dealer
2757,2757,2019,Honda,Pilot EX,Used,"$24,995",4.6,4.6,4.2,4.1,4.1,39260,Gasoline,1.8L I4 16V MPFI SOHC,FL,Dealer
2758,2758,2021,Honda,Accord Sport 1.5T,Used,"$31,998",4.8,5,5,5,5,5391,Gasoline,2.0L I4 16V GDI DOHC Turbo,FL,Dealer
2759,2759,2019,Honda,HR-V Sport,Used,"$24,991",4.9,4.7,4.6,4.7,4.8,21390,Gasoline,1.5L I4 16V GDI DOHC Turbo,MN,Dealer
2760,2760,2006,Honda,Odyssey Sport,Used,"$6,277",2,5,4,4,5,10,Gasoline,2.4L I4 16V MPFI DOHC,VA,Dealer
2761,2761,2020,Honda,Pilot Special Edition,Honda Certified,"$32,519",4.4,5,5,5,5,10617,Gasoline,3.5L V6 24V GDI SOHC,MN,Dealer
2762,2762,2019,Honda,Civic Type R Touring,Used,"$28,496",5,4.6,5,4.8,4.8,33285,Gasoline,1.5L I4 16V GDI DOHC Turbo,FL,Dealer
2763,2763,2020,Honda,Pilot EX-L,Used,"$36,995",4.2,4.6,4.4,4.5,4.5,193213,Gasoline,3.5L V6 24V GDI SOHC,NJ,Dealer
2764,2764,2019,Honda,CR-V Hybrid Touring,Used,"$19,300",4.9,4.6,4.5,4.6,4.7,10,Gasoline,2.0L I4 16V MPFI DOHC,FL,Dealer
2765,2765,2017,Honda,Insight Touring,Used,"$18,990",4,4.6,4.5,4.7,4.8,74011,Gasoline,1.8L I4 16V MPFI SOHC,MN,Dealer
2766,2766,2011,Honda,Pilot EX-L,Used,"$16,995",4.6,4.6,4.2,4.1,4.1,42666,Gasoline,2.4L I4 16V MPFI DOHC,NY,Dealer
2767,2767,2021,Honda,Ridgeline RTL,Used,"$28,000",4.9,5,4.8,4.2,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,IA,Dealer
2768,2768,2022,Honda,Fit LX,New,"$29,371",4.7,4.6,4.7,4.8,4.8,40335,Gasoline,1.5L I4 16V GDI DOHC Turbo,NY,Dealer
2769,2769,2022,Honda,Civic LX,New,"$44,000",4.7,4.7,4.8,4.8,4.8,54830,Gasoline,3.5L V6 24V GDI SOHC,MN,Dealer
2770,2770,2019,Honda,Accord Sport 2.0T,Used,"$26,995",4.6,5,5,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,PA,Dealer
2771,2771,2022,Honda,CR-V Special Edition,New,"$32,560",4.5,4.9,4.7,4.8,4.9,14151,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,NJ,Dealer
2772,2772,2020,Honda,Odyssey EX-L,Used,"$25,995",4.9,4.8,4.5,4.3,4.5,32789,Gasoline,1.5L I4 16V GDI DOHC Turbo,VT,Dealer
2773,2773,2018,Honda,Ridgeline RTL-E,Used,"$20,896",4.6,5,4.9,4.3,5,10292,Gasoline,2.0L I4 16V MPFI DOHC,MN,Dealer
2774,2774,2018,Honda,Pilot LX,Used,"$21,299",5,4.7,4.5,4.4,4.6,166120,Gasoline,3.5L V6 24V GDI SOHC,CT,Dealer
2775,2775,2005,Honda,Odyssey EX-L,Used,"$6,990",4.6,4.8,4.5,4.3,4.5,77899,Gasoline,3.5L V6 24V MPFI SOHC,VT,Dealer
2776,2776,2018,Honda,Civic EX,Used,"$34,000",4.7,4.7,4.8,4.8,4.8,47740,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
2777,2777,2021,Honda,Ridgeline RTL,Used,"$24,980",5,4.7,4.3,4.5,4.7,130715,Gasoline,2.0L I4 16V MPFI DOHC,CT,Dealer
2778,2778,2021,Honda,Ridgeline Black Edition,Used,"$22,222",4.8,5,4.8,4.2,5,8,Gasoline,V6 Cylinder Engine,CT,Dealer
2779,2779,2021,Honda,HR-V LX,Honda Certified,"$34,282",4.2,4.7,4.7,4.8,4.7,2235,Gasoline,3.5L V6 24V GDI SOHC,MN,Dealer
2780,2780,2016,Honda,Civic Si,Used,"$21,995",4.7,4.7,4.8,4.8,4.8,115622,Gasoline,3.5L V6 24V GDI SOHC,NH,Dealer
2781,2781,2022,Honda,Passport Elite,New,"$35,150",3.9,4.9,4.8,4.6,4.8,16200,Gasoline,2.0L I4 16V GDI DOHC Turbo,VT,Dealer
2782,2782,2022,Honda,Passport EX-L,New,"$30,470",5,5,4.9,5,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,MO,Dealer
2783,2783,2022,Honda,Pilot EX-L,New,"$28,595",4.5,4.9,4.8,4.7,4.8,31324,Gasoline,1.5L I4 16V GDI DOHC Turbo,IA,Dealer
2784,2784,2022,Honda,Odyssey EX-L,Honda Certified,"$28,594",5,4.8,4.5,4.3,4.5,88387,Gasoline,1.5L I4 16V GDI DOHC Turbo,MN,Dealer
2785,2785,2022,Honda,Passport Elite,New,"$43,034",5,5,4.9,5,5,3623,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
2786,2786,2022,Honda,Passport TrailSport,Used,"$27,588",3.9,5,4.9,5,5,566,Gasoline,1.8L I4 16V MPFI SOHC,MA,Dealer
2787,2787,2020,Honda,Passport EX-L,Used,"$34,995",3.9,4.8,4.7,4.6,4.8,9494,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
2788,2788,2019,Honda,Odyssey EX,Used,"$24,990",4.5,4.7,4.6,4.4,4.7,148720,Gasoline,1.5L I4 16V GDI DOHC Turbo,WI,Dealer
2789,2789,2019,Honda,CR-V EX-L,Used,"$27,795",3.9,4.4,4.3,4.6,4.8,152231,Gasoline,3.5L V6 24V GDI SOHC,IA,Dealer
2790,2790,2022,Honda,Pilot Special Edition,New,"$42,160",4.9,5,5,5,5,1,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
2791,2791,2012,Honda,Ridgeline Black Edition,Used,"$15,950",5,5,4.8,4.2,5,10,Gasoline,3.5L V6 24V MPFI SOHC,MA,Dealer
2792,2792,2022,Honda,Passport Sport,Used,"$41,998",4.6,4.8,4.7,4.6,4.8,25261,Gasoline,V6 Cylinder Engine,NH,Dealer
2793,2793,2020,Honda,Civic Si Base,Used,"$24,340",5,4.2,4.5,4.2,5,2269,Gasoline,3.5L V6 24V GDI SOHC,LA,Dealer
2794,2794,2022,Honda,Pilot EX-L,New,"$45,060",5,5,5,5,5,11709,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
2795,2795,2020,Honda,Passport EX-L,Used,"$27,859",4.1,4.9,4.8,4.6,4.8,9121,Gasoline,3.5L V6 24V GDI SOHC,MA,Dealer
2796,2796,2019,Honda,Pilot Sport,Used,"$32,500",4.9,5,5,5,5,5,Gasoline,3.5L V6 24V GDI SOHC,LA,Dealer
2797,2797,2013,Honda,CR-V EX,Used,"$10,300",4.7,4.9,4.7,4.8,4.9,0,Gasoline,2.4L I4 16V MPFI DOHC,CA,Dealer
2798,2798,2019,Honda,Clarity Plug-In Hybrid Touring,Used,"$23,224",4.7,4.8,4.6,4.6,4.7,44095,Gasoline,2.0L I4 16V GDI DOHC Turbo,CA,Dealer
2799,2799,2020,Honda,Accord Sport 1.5T,Honda Certified,"$23,000",4,5,5,5,5,8,Gasoline,1.5L I4 16V GDI DOHC Turbo,NV,Dealer
2800,2800,2014,Honda,CR-V Touring,Used,"$15,996",4.8,4.9,4.7,4.8,4.9,5,Gasoline,2.4L I4 16V MPFI DOHC,CA,Dealer
2801,2801,2019,Honda,Odyssey Touring,Used,"$26,487",5,5,4,4,5,â€“,Gasoline,1.5L I4 16V GDI DOHC Turbo,CA,Dealer
2802,2802,2017,Honda,Pilot Sport,Used,"$37,500",4.8,5,5,5,5,5,Gasoline,2.0L I4 16V GDI DOHC Turbo,CA,Dealer
2803,2803,2019,Honda,HR-V EX,Used,"$38,452",3.5,4.7,4.7,4.6,4.8,70632,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
2804,2804,2021,Honda,Accord Sport 1.5T,Used,"$36,877",4.4,5,5,5,5,9,Gasoline,3.5L V6 24V GDI SOHC,CA,Dealer
2805,2805,2015,Honda,Civic EX,Used,"$16,499",4.6,4.7,4.8,4.8,4.8,80371,Gasoline,3.5L V6 24V MPFI SOHC,CA,Dealer
2806,2806,2018,Honda,Pilot EX-L,Used,"$24,977",4.9,5,5,5,5,10,Hybrid,Gas/Electric I-4 1.5 L/91,WI,Dealer
2807,2807,2019,Honda,Accord Hybrid EX-L,Honda Certified,"$31,980",4.7,4.7,4.5,4.4,4.4,14372,Gasoline,4 Cylinder Engine,NV,Dealer
2808,2808,2022,Honda,Odyssey EX-L,New,"$42,600",4.2,5,4,4,5,5,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
2809,2809,2020,Honda,Pilot EX-L,Used,"$19,998",4.7,4.8,4.7,4.6,4.7,72661,Gasoline,1.5L I4 16V GDI DOHC,AZ,Dealer
2810,2810,2018,Honda,Pilot EX-L,Used,"$27,599",5,4.8,4.7,4.8,4.9,74208,Gasoline,3.5L V6 24V GDI SOHC,AZ,Dealer
2811,2811,2016,Honda,Passport Sport,Used,"$13,562",5,4.9,4.8,4.6,4.8,15897,Gasoline,3.5L V6 24V MPFI SOHC,AZ,Dealer
2812,2812,2010,Honda,Prelude Type SH,Used,"$10,900",4.7,4.1,4.8,4.3,4.5,74213,Gasoline,2.4L I4 16V MPFI DOHC,IL,Dealer
2813,2813,2021,Honda,Accord EX,Used,"$25,500",4.8,4.3,4.2,4.6,4.5,144454,Gasoline,1.8L I4 16V MPFI SOHC,OR,Dealer
2814,2814,2022,Honda,Ridgeline RTL-E,New,"$32,165",2.4,5,4.9,4.3,5,13344,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,WI,Dealer
2815,2815,2018,Honda,Passport Sport,Used,"$24,988",4.2,4.8,4.7,4.6,4.8,28631,Gasoline,2.0L I4 16V MPFI DOHC,WA,Dealer
2816,2816,2022,Honda,Accord Sport,New,"$41,770",4.2,4.8,4.7,4.7,4.8,50298,Gasoline,3.5L V6 24V GDI SOHC,UT,Dealer
2817,2817,2015,Honda,CR-V EX-L,Used,"$13,000",4.2,5,5,4,5,0,Gasoline,2.4L I4 16V GDI DOHC,WI,Dealer
2818,2818,2022,Honda,Ridgeline RTL-E,Used,"$41,697",5,5,4.8,4.2,5,10,Gasoline,3.5L V6 24V GDI SOHC,NM,Dealer
2819,2819,2017,Honda,Accord Sport 1.5T,Used,"$18,599",4.8,5,5,5,5,1,Gasoline,2.0L I4 16V MPFI DOHC,IL,Dealer
2820,2820,2020,Honda,CR-V EX-L,Honda Certified,"$38,745",4.6,5,5,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,NM,Dealer
2821,2821,2020,Honda,CR-V Hybrid Sport Touring,Used,"$39,995",4.8,5,4,4,5,15,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
2822,2822,2012,Honda,Accord EX-L 2.0T,Used,"$10,450",4.6,4.8,4.8,4.8,4.9,83491,Gasoline,4 Cylinder Engine,AL,Dealer
2823,2823,2022,Honda,Passport EX-L,New,"$29,470",2.9,5,4.9,5,5,0,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
2824,2824,2018,Honda,CR-V EX,Used,"$18,900",4.8,5,5,4,5,10,Gasoline,4 Cylinder Engine,TN,Dealer
2825,2825,2020,Honda,Fit Sport w/ Navigation,Honda Certified,"$35,977",4.9,4.4,4.4,4.9,5,118457,Gasoline,3.5L V6 24V GDI SOHC,TN,Dealer
2826,2826,2022,Honda,CR-V LX,Honda Certified,"$24,995",4.7,4.8,4.7,4.7,4.8,24149,Gasoline,2.0L I4 16V GDI DOHC,OH,Dealer
2827,2827,2020,Honda,Accord EX-L,Honda Certified,"$33,977",4.9,4.7,4.7,4.7,4.8,71230,Gasoline,3.5L V6 24V GDI SOHC,IL,Dealer
2828,2828,2016,Honda,Pilot Touring 7-Passenger,Used,"$22,998",4.6,5,5,5,5,12310,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
2829,2829,2020,Honda,Passport Sport,Honda Certified,"$35,375",4.7,4.9,4.8,4.6,4.8,74783,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2830,2830,2022,Honda,Pilot EX-L,Used,"$32,999",4.9,5,5,5,5,5,Gasoline,1.5L I4 16V GDI DOHC Turbo,IL,Dealer
2831,2831,2020,Honda,Pilot Sport,Used,"$33,500",4.9,5,5,5,5,0,Gasoline,3.5L V6 24V GDI SOHC,GA,Dealer
2832,2832,2016,Honda,Civic Sport Touring,Used,"$13,350",5,4.6,4.4,4.6,4.7,0,Gasoline,1.5L I4 16V GDI DOHC Turbo,WI,Dealer
2833,2833,2018,Honda,CR-V EX,Used,"$25,115",4,4.9,4.8,4.8,4.9,32302,Gasoline,1.5L I4 16V GDI DOHC Turbo,GA,Dealer
2834,2834,2021,Honda,Passport EX-L,Used,"$28,399",5,4.9,4.8,4.6,4.8,26015,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,IN,Dealer
2835,2835,2020,Honda,Civic LX,Honda Certified,"$30,890",4.7,4.7,4.8,4.8,4.8,34833,Gasoline,V6 Cylinder Engine,MI,Dealer
2836,2836,2022,Honda,Civic LX,Used,"$37,699",3.8,4.6,4.6,4.7,4.8,96393,Gasoline,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,OH,Dealer
2837,2837,2022,Honda,Pilot Sport,Honda Certified,"$32,795",4.6,5,5,5,5,10,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,AL,Dealer
2838,2838,2021,Honda,Odyssey EX-L,Used,"$38,490",4.8,4.8,4.5,4.3,4.5,29624,Gasoline,3.5L V6 24V GDI SOHC,OH,Dealer
2839,2839,2019,Honda,Odyssey EX,Used,"$25,998",4.7,4.8,4.7,4.6,4.7,49434,Hybrid,1.5L I4 16V MPFI DOHC Hybrid,OH,Dealer
2840,2840,2017,Honda,CR-V EX,Used,"$25,999",4.9,5,5,4,5,0,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
2841,2841,2015,Honda,Pilot Sport,Used,"$17,490",4.4,5,5,5,5,10,Gasoline,2.4L I4 16V GDI DOHC,AL,Dealer
2842,2842,2020,Honda,CR-V EX,Honda Certified,"$27,994",4.5,5,5,4,5,7,Gasoline,3.5L V6 24V GDI SOHC,NC,Dealer
2843,2843,2019,Honda,Accord Sport 2.0T,Used,"$36,990",2.8,5,5,5,5,6,Gasoline,3.5L V6 24V GDI SOHC,IN,Dealer
2844,2844,2019,Honda,Pilot EX-L,Used,"$22,999",4.4,4.7,4.7,4.5,4.7,43178,Gasoline,2.0L I4 16V MPFI DOHC,GA,Dealer
